MD/m ,TVDSS/m ,PP,CP,CP-Time,LCP,FP,PP,CP,CP-Time,LCP,FP,E,Poissons ration,Friction Angle,UCS,Depth Name
,,SG,SG,SG,SG,SG,psi,psi,psi,psi,psi,GPa,/,Friction Angle,SG,
1750,1750,1.05,1.22,1.23,1.71,1.83,2667.4,3092,3117.4,4348.8,4645.9,6.8,0.22,43.76,16.89,MMC’
1752,1752,1.05,1.23,1.24,1.71,1.83,2670.6,3122.6,3148,4354.2,4651.7,6.62,0.22,43.9,15.6,MMC’
1754,1754,1.05,1.23,1.24,1.71,1.83,2673.9,3134,3159.4,4359.4,4657.4,6.57,0.21,43.94,15.24,MMC’
1756,1756,1.05,1.24,1.25,1.71,1.83,2677.1,3154.1,3179.5,4364.7,4663,6.45,0.21,44.03,14.45,MMC’
1758,1758,1.05,1.22,1.23,1.71,1.83,2680.4,3100.6,3126.1,4369.9,4668.6,6.88,0.21,43.71,17.3,MMC’
1760,1760,1.05,1.21,1.22,1.71,1.83,2683.7,3100.7,3126.3,4375.4,4674.5,6.92,0.21,43.69,17.51,MMC’
1762,1762,1.05,1.22,1.23,1.71,1.83,2686.9,3126.5,3152.1,4380.9,4680.5,6.77,0.21,43.81,16.46,MMC’
1764,1764,1.05,1.22,1.23,1.71,1.83,2690.2,3121.3,3146.9,4386.3,4686.3,6.84,0.21,43.75,16.93,MMC’
1766,1766,1.05,1.22,1.23,1.71,1.83,2693.4,3131.6,3157.2,4391.7,4692.2,6.81,0.21,43.79,16.64,MMC’
1768,1768,1.05,1.22,1.23,1.71,1.83,2696.7,3119.2,3144.9,4397.1,4698,6.93,0.21,43.7,17.46,MMC’
1770,1770,1.05,1.23,1.24,1.71,1.83,2699.9,3167.3,3193,4402.5,4703.8,6.62,0.21,43.93,15.3,MMC’
1772,1772,1.05,1.22,1.23,1.72,1.83,2703.2,3137.3,3163,4407.8,4709.6,6.87,0.21,43.75,17,MMC’
1774,1774,1.05,1.22,1.23,1.72,1.83,2706.5,3143.9,3169.7,4413.3,4715.4,6.86,0.21,43.76,16.89,MMC’
1776,1776,1.05,1.23,1.24,1.72,1.83,2709.7,3177.3,3203,4418.7,4721.2,6.65,0.21,43.92,15.45,MMC’
1778,1778,1.05,1.21,1.22,1.72,1.83,2713,3119,3144.7,4424,4727,7.1,0.21,43.58,18.52,MMC’
1780,1780,1.05,1.23,1.24,1.72,1.83,2716.2,3186.4,3212.3,4429.4,4732.9,6.66,0.21,43.92,15.43,MMC’
1782,1782,1.05,1.24,1.25,1.72,1.83,2719.5,3213.8,3239.7,4434.6,4738.4,6.48,0.21,44.05,14.27,MMC’
1784,1784,1.05,1.24,1.25,1.72,1.83,2722.7,3213.7,3239.6,4439.6,4743.8,6.52,0.21,44.02,14.48,MMC’
1786,1786,1.05,1.24,1.25,1.72,1.83,2726,3205.6,3231.5,4444.8,4749.3,6.62,0.21,43.96,15.1,MMC’
1788,1788,1.05,1.22,1.23,1.72,1.83,2729.2,3175.2,3201.2,4450,4754.9,6.88,0.21,43.77,16.81,MMC’
1790,1790,1.05,1.23,1.24,1.72,1.83,2732.5,3199,3225,4455.4,4760.8,6.74,0.21,43.87,15.85,MMC’
1792,1792,1.05,1.24,1.25,1.72,1.83,2735.8,3226.7,3252.7,4460.6,4766.4,6.57,0.21,44,14.68,MMC’
1794,1794,1.05,1.22,1.23,1.72,1.83,2739,3173.2,3199.3,4465.9,4772,7,0.21,43.69,17.54,MMC’
1796,1796,1.05,1.22,1.23,1.72,1.83,2742.3,3170.9,3196.9,4471.4,4777.9,7.05,0.21,43.65,17.87,MMC’
1798,1798,1.05,1.21,1.22,1.72,1.83,2745.6,3165.6,3191.7,4476.8,4783.9,7.12,0.21,43.6,18.34,MMC’
1800,1800,1.05,1.22,1.23,1.72,1.83,2748.8,3176.2,3202.3,4482.4,4789.8,7.09,0.21,43.63,18.04,MMC’
1802,1802,1.04,1.13,1.14,1.69,1.81,2717.6,2941.6,2967.7,4427.3,4736.8,8.68,0.2,42.57,27.35,MMC’
1804,1804,1.04,1.11,1.12,1.69,1.81,2720,2905.8,2931.9,4431.2,4741.2,8.91,0.2,42.37,29.08,MMC’
1806,1806,1.04,1.1,1.11,1.69,1.81,2722.4,2887.8,2914,4435.2,4745.7,9.05,0.2,42.26,30.02,MMC’
1808,1808,1.04,1.1,1.11,1.69,1.81,2724.8,2895.3,2921.6,4439.2,4750.2,9.04,0.2,42.28,29.84,MMC’
1810,1810,1.04,1.11,1.12,1.69,1.81,2727.1,2901.4,2927.7,4443.2,4754.6,9.04,0.2,42.29,29.73,MMC’
1812,1812,1.04,1.1,1.11,1.69,1.81,2729.4,2890.7,2917,4447.1,4759,9.13,0.2,42.22,30.34,MMC’
1814,1814,1.04,1.09,1.1,1.69,1.81,2731.8,2873.3,2899.6,4451,4763.3,9.26,0.2,42.11,31.24,MMC’
1816,1816,1.04,1.09,1.1,1.69,1.81,2734.1,2874.2,2900.5,4454.9,4767.7,9.29,0.2,42.1,31.35,MMC’
1818,1818,1.04,1.09,1.1,1.69,1.81,2736.4,2862.4,2888.7,4458.7,4772,9.38,0.2,42.02,32,MMC’
1820,1820,1.04,1.08,1.09,1.69,1.81,2738.7,2843.9,2870.3,4462.5,4776.3,9.51,0.2,41.91,32.94,MMC’
1822,1822,1.04,1.08,1.09,1.69,1.81,2740.9,2847.3,2873.7,4466.3,4780.6,9.53,0.2,41.91,32.94,MMC’
1824,1824,1.04,1.07,1.08,1.69,1.81,2743.2,2834.3,2860.8,4470.2,4784.9,9.63,0.2,41.82,33.63,MMC’
1826,1826,1.04,1.05,1.06,1.69,1.81,2745.4,2786,2812.5,4473.9,4789.1,9.91,0.2,41.56,35.78,MMC’
1828,1828,1.04,1.09,1.1,1.69,1.81,2747.6,2898.4,2924.9,4477.7,4793.3,9.36,0.2,42.12,31.18,MMC’
1830,1830,1.04,1.07,1.08,1.69,1.81,2749.8,2835.3,2861.8,4481.3,4797.4,9.73,0.2,41.78,34,MMC’
1832,1832,1.04,1.08,1.09,1.69,1.81,2752,2859.1,2885.6,4484.9,4801.5,9.64,0.2,41.88,33.14,MMC’
1834,1834,1.04,1.05,1.06,1.69,1.81,2754.2,2804.8,2831.4,4488.5,4805.5,9.95,0.2,41.59,35.55,MMC’
1836,1836,1.04,1.04,1.05,1.69,1.81,2756.3,2778.5,2805.1,4492.1,4809.5,10.11,0.2,41.44,36.76,MMC’
1838,1838,1.03,1.04,1.05,1.69,1.81,2758.4,2767.7,2794.3,4495.7,4813.6,10.2,0.2,41.37,37.34,MMC’
1840,1840,1.03,1.02,1.03,1.69,1.81,2760.5,2729.1,2755.8,4499.3,4817.7,10.42,0.2,41.16,39.03,MMC’
1842,1842,1.03,1.07,1.08,1.69,1.8,2762.6,2871.4,2898.1,4502.8,4821.7,9.75,0.2,41.86,33.3,MMC’
1844,1844,1.03,1.05,1.06,1.68,1.8,2764.7,2801.7,2828.5,4506.1,4825.3,10.14,0.2,41.49,36.33,MMC’
1846,1846,1.03,1.06,1.07,1.68,1.8,2766.8,2841.5,2868.2,4509.4,4829.1,9.97,0.2,41.68,34.81,MMC’
1848,1848,1.03,1.03,1.04,1.68,1.8,2768.8,2747.4,2774.2,4512.6,4832.7,10.47,0.2,41.19,38.79,MMC’
1850,1850,1.03,1.07,1.08,1.68,1.8,2770.8,2883,2909.8,4516,4836.5,9.82,0.2,41.86,33.32,MMC’
1852,1852,1.03,1.01,1.02,1.68,1.8,2772.9,2706.1,2733,4519,4839.9,10.73,0.2,40.95,40.68,MMC’
1854,1854,1.03,1.02,1.03,1.68,1.8,2774.9,2750.5,2777.4,4522.3,4843.7,10.55,0.19,41.16,39.03,MMC’
1856,1856,1.03,1.03,1.04,1.68,1.8,2776.9,2776.8,2803.7,4525.5,4847.3,10.46,0.19,41.27,38.1,MMC’
1858,1858,1.03,1,1.01,1.68,1.8,2778.8,2682.9,2709.8,4528.6,4850.8,10.94,0.19,40.79,41.95,MMC’
1860,1860,1.03,1,1.01,1.68,1.8,2780.8,2694.4,2721.3,4531.9,4854.5,10.92,0.19,40.83,41.62,MMC’
1862,1862,1.03,1,1.01,1.68,1.8,2782.8,2703.1,2730.1,4535.1,4858.1,10.91,0.19,40.86,41.4,MMC’
1864,1864,1.03,1.01,1.02,1.68,1.8,2784.7,2738.1,2765.1,4538.2,4861.6,10.78,0.19,41.02,40.13,MMC’
1866,1866,1.03,1.03,1.03,1.68,1.8,2786.7,2789.9,2789.9,4541.2,4865,10.56,0.19,41.26,38.17,MMC’
1868,1868,1.03,0.99,0.99,1.68,1.8,2788.6,2682.4,2682.4,4544.1,4868.3,11.1,0.19,40.71,42.55,MMC’
1870,1870,1.03,1.01,1.01,1.68,1.8,2790.6,2736.3,2736.3,4547.1,4871.7,10.89,0.19,40.97,40.55,MMC’
1872,1872,1.03,0.99,0.99,1.68,1.8,2792.5,2694.1,2694.1,4550.1,4875,11.12,0.19,40.74,42.32,MMC’
1874,1874,1.03,0.98,0.98,1.68,1.79,2794.5,2665.4,2665.4,4553.1,4878.5,11.28,0.19,40.58,43.54,MMC’
1876,1876,1.03,0.97,0.97,1.67,1.79,2796.4,2633.3,2633.3,4556.2,4881.9,11.46,0.19,40.41,44.89,MMC’
1878,1878,1.03,0.98,0.98,1.67,1.79,2798.4,2673.1,2673.1,4559.2,4885.3,11.31,0.19,40.59,43.47,MMC’
1880,1880,1.03,1.01,1.01,1.67,1.79,2800.3,2764.1,2764.1,4562.1,4888.6,10.91,0.19,41.03,40.02,MMC’
1882,1882,1.03,1.09,1.09,1.69,1.81,2823.9,2962.4,2962.4,4602.1,4929.1,9.85,0.19,41.9,32.97,MMC’
1884,1884,1.03,1.05,1.05,1.69,1.81,2826,2858.4,2858.4,4605.3,4932.6,10.42,0.19,41.36,37.44,MMC’
1886,1886,1.03,1.03,1.03,1.68,1.8,2828.1,2809.5,2809.5,4608.6,4936.4,10.69,0.19,41.09,39.54,MMC’
1888,1888,1.03,1.04,1.04,1.68,1.8,2830.2,2849.2,2849.2,4612,4940.1,10.53,0.19,41.28,38.07,MMC’
1890,1890,1.03,1.06,1.06,1.68,1.8,2832.4,2903.8,2903.8,4615.2,4943.8,10.29,0.19,41.54,35.95,MMC’
1892,1892,1.03,1.04,1.04,1.68,1.8,2834.5,2847.1,2847.1,4618.5,4947.4,10.61,0.19,41.24,38.4,MMC’
1894,1894,1.03,1.02,1.02,1.68,1.8,2836.6,2794.8,2794.8,4621.8,4951.1,10.89,0.19,40.96,40.63,MMC’
1896,1896,1.03,1.02,1.02,1.68,1.8,2838.8,2795.7,2795.7,4625.2,4955,10.92,0.19,40.94,40.72,MMC’
1898,1898,1.03,1.02,1.02,1.68,1.8,2841,2797,2797,4628.6,4958.7,10.95,0.19,40.93,40.79,MMC’
1900,1900,1.03,1.01,1.01,1.68,1.8,2843.1,2776.6,2776.6,4632.1,4962.6,11.07,0.19,40.82,41.72,MMC’
1902,1902,1.03,1.04,1.04,1.68,1.8,2845.3,2856.3,2856.3,4635.5,4966.4,10.72,0.19,41.2,38.67,MMC’
1904,1904,1.03,0.99,0.99,1.68,1.8,2847.6,2725.5,2725.5,4638.8,4970.1,11.37,0.19,40.53,43.96,MMC’
1906,1906,1.03,1,1,1.68,1.8,2849.8,2753.2,2753.2,4642.5,4974.1,11.28,0.19,40.65,43.02,MMC’
1908,1908,1.03,0.97,0.97,1.68,1.8,2852.1,2684,2684,4645.9,4978,11.62,0.19,40.29,45.79,MMC’
1910,1910,1.03,0.96,0.96,1.68,1.8,2854.3,2668.4,2668.4,4649.7,4982.1,11.72,0.19,40.2,46.51,MMC’
1912,1912,1.03,0.97,0.97,1.68,1.8,2856.6,2677.1,2677.1,4653.5,4986.3,11.71,0.19,40.22,46.31,MMC’
1914,1914,1.03,0.96,0.96,1.68,1.8,2859,2652.2,2652.2,4657.2,4990.5,11.85,0.19,40.09,47.38,MMC’
1916,1916,1.03,0.96,0.96,1.68,1.8,2861.3,2674.3,2674.3,4661,4994.7,11.79,0.19,40.18,46.68,MMC’
1918,1918,1.03,0.98,0.98,1.68,1.8,2863.7,2729.6,2729.6,4664.8,4998.8,11.57,0.19,40.43,44.72,MMC’
1920,1920,1.03,0.99,0.99,1.68,1.8,2866.1,2757.6,2757.6,4668.5,5002.9,11.47,0.19,40.56,43.77,MMC’
1922,1922,1.03,0.99,0.99,1.68,1.8,2868.5,2755.1,2755.1,4672.1,5006.9,11.52,0.19,40.53,43.99,MMC’
1924,1924,1.03,0.99,0.99,1.68,1.8,2870.9,2753.4,2753.4,4675.8,5010.9,11.55,0.19,40.5,44.19,MMC’
1926,1926,1.03,0.99,0.99,1.68,1.8,2873.3,2767,2767,4679.5,5015,11.52,0.19,40.55,43.8,MMC’
1928,1928,1.03,0.99,0.99,1.67,1.79,2875.8,2760.3,2760.3,4683.4,5019.2,11.58,0.19,40.5,44.19,MMC’
1930,1930,1.03,0.96,0.96,1.67,1.79,2878.3,2677.7,2677.7,4687.2,5023.4,11.98,0.19,40.08,47.45,MMC’
1932,1932,1.03,0.96,0.96,1.67,1.79,2880.8,2697,2697,4691.1,5027.7,11.92,0.19,40.15,46.86,MMC’
1934,1934,1.03,0.97,0.97,1.67,1.79,2883.4,2730.2,2730.2,4695.1,5032,11.8,0.19,40.3,45.75,MMC’
1936,1936,1.03,0.94,0.94,1.67,1.79,2885.9,2645.2,2645.2,4699,5036.3,12.2,0.19,39.86,49.05,MMC’
1938,1938,1.03,0.94,0.94,1.67,1.79,2888.5,2636.5,2636.5,4703.1,5040.8,12.27,0.19,39.8,49.51,MMC’
1940,1940,1.03,0.95,0.95,1.67,1.79,2891.1,2674.7,2674.7,4707.2,5045.2,12.13,0.19,39.97,48.24,MMC’
1942,1942,1.03,0.97,0.97,1.67,1.79,2893.7,2721.2,2721.2,4711.3,5049.7,11.96,0.19,40.18,46.64,MMC’
1944,1944,1.03,0.99,0.99,1.67,1.79,2896.4,2794.4,2794.4,4715.4,5054.1,11.65,0.19,40.53,43.99,MMC’
1946,1946,1.03,0.96,0.96,1.67,1.79,2899.1,2711.3,2711.3,4719.3,5058.4,12.06,0.19,40.1,47.28,MMC’
1948,1948,1.03,0.94,0.94,1.67,1.79,2901.7,2652.8,2652.8,4723.5,5062.9,12.34,0.19,39.79,49.59,MMC’
1950,1950,1.03,0.92,0.92,1.67,1.79,2904.5,2611.1,2611.1,4727.7,5067.5,12.54,0.19,39.57,51.24,MMC’
1952,1952,1.03,0.91,0.91,1.67,1.79,2907.2,2570,2570,4732.1,5072.2,12.74,0.19,39.35,52.84,MMC’
1954,1954,1.03,0.93,0.93,1.67,1.79,2909.9,2635,2635,4736.4,5077,12.5,0.18,39.65,50.65,MMC’
1956,1956,1.03,0.89,0.89,1.67,1.79,2912.7,2517.4,2517.4,4740.8,5081.7,13,0.18,39.06,54.96,MMC’
1958,1958,1.03,0.9,0.9,1.67,1.79,2915.5,2542.7,2542.7,4745.3,5086.6,12.93,0.18,39.17,54.22,MMC’
1960,1960,1.03,0.89,0.89,1.67,1.79,2918.3,2522.7,2522.7,4749.9,5091.5,13.04,0.18,39.05,55.05,MMC’
1962,1962,1.03,0.92,0.92,1.67,1.79,2921.1,2627.8,2627.8,4754.4,5096.4,12.64,0.18,39.54,51.48,MMC’
1964,1964,1.03,0.86,0.86,1.67,1.79,2923.9,2452.5,2452.5,4758.9,5101.3,13.37,0.18,38.68,57.73,MMC’
1966,1966,1.03,0.87,0.87,1.67,1.79,2926.8,2477.9,2477.9,4763.6,5106.4,13.3,0.18,38.78,57.01,MMC’
1968,1968,1.03,0.88,0.88,1.67,1.79,2929.7,2503.7,2503.7,4768.2,5111.4,13.22,0.18,38.88,56.27,MMC’
1970,1970,1.03,0.87,0.87,1.67,1.79,2932.6,2489.5,2489.5,4772.9,5116.5,13.3,0.18,38.79,56.9,MMC’
1972,1972,1.03,0.94,0.94,1.67,1.79,2935.5,2684.2,2684.2,4777.6,5121.6,12.54,0.18,39.71,50.18,MMC’
1974,1974,1.03,0.89,0.89,1.67,1.79,2938.4,2561.4,2561.4,4782.2,5126.6,13.07,0.18,39.1,54.7,MMC’
1976,1976,1.03,0.85,0.85,1.67,1.79,2941.3,2448,2448,4786.8,5131.6,13.54,0.18,38.54,58.72,MMC’
1978,1978,1.03,0.88,0.88,1.67,1.79,2944.3,2512.9,2512.9,4791.6,5136.8,13.32,0.18,38.83,56.66,MMC’
1980,1980,1.03,0.85,0.85,1.67,1.79,2947.2,2445.9,2445.9,4796.4,5141.9,13.6,0.18,38.49,59.07,MMC’
1982,1982,1.03,0.86,0.86,1.67,1.79,2950.2,2466.9,2466.9,4801.3,5147.2,13.55,0.18,38.57,58.51,MMC’
1984,1984,1.03,0.88,0.88,1.67,1.79,2953.2,2525.3,2525.3,4806.1,5152.4,13.35,0.18,38.83,56.67,MMC’
1986,1986,1.03,0.9,0.9,1.67,1.79,2956.2,2584,2584,4810.8,5157.5,13.14,0.18,39.09,54.79,MMC’
1988,1988,1.03,0.95,0.95,1.67,1.79,2959.2,2753,2753,4815.4,5162.4,12.45,0.18,39.89,48.86,MMC’
1990,1990,1.03,0.9,0.9,1.67,1.79,2962.2,2608.3,2608.3,4820,5167.4,13.09,0.18,39.16,54.22,MMC’
1992,1992,1.03,0.96,0.96,1.67,1.79,2965.3,2782.7,2782.7,4824.7,5172.4,12.37,0.18,40,48.06,MMC’
1994,1994,1.03,0.89,0.89,1.67,1.79,2968.3,2575.6,2575.6,4829.3,5177.4,13.27,0.18,38.97,55.65,MMC’
1996,1996,1.03,0.85,0.85,1.67,1.79,2971.4,2468.4,2468.4,4834.2,5182.6,13.71,0.18,38.44,59.43,MMC’
1998,1998,1.03,0.89,0.89,1.67,1.79,2974.4,2577,2577,4839.1,5188,13.32,0.18,38.93,55.9,MMC’
2000,2000,1.03,0.83,0.83,1.67,1.79,2977.5,2412,2412,4844,5193.2,13.97,0.18,38.13,61.58,MMC’
2002,2002,1.03,0.86,0.86,1.67,1.79,2980.9,2510.9,2510.9,4849.4,5199.1,13.62,0.18,38.58,58.46,MMC’
2004,2004,1.03,0.9,0.9,1.67,1.79,2984.2,2605.1,2605.1,4854.8,5204.8,13.28,0.18,39,55.39,MMC’
2006,2006,1.03,0.84,0.84,1.67,1.79,2987.5,2432.2,2432.2,4860.1,5210.5,13.97,0.18,38.16,61.37,MMC’
2008,2008,1.03,0.83,0.83,1.67,1.79,2990.8,2416.2,2416.2,4865.6,5216.4,14.05,0.18,38.06,62.05,MMC’
2010,2010,1.03,0.88,0.88,1.67,1.79,2994.2,2575.7,2575.7,4871,5222.3,13.47,0.18,38.8,56.88,MMC’
2012,2012,1.03,0.86,0.86,1.67,1.79,2997.5,2495.8,2495.8,4876.4,5228,13.8,0.18,38.39,59.73,MMC’
2014,2014,1.03,0.88,0.88,1.67,1.79,3000.8,2571.3,2571.3,4881.7,5233.8,13.53,0.18,38.73,57.35,MMC’
2016,2016,1.03,0.86,0.86,1.67,1.79,3004.1,2523.2,2523.2,4887.1,5239.5,13.74,0.18,38.48,59.13,MMC’
2018,2018,1.03,0.89,0.89,1.67,1.79,3007.5,2612.1,2612.1,4892.4,5245.3,13.42,0.18,38.88,56.26,MMC’
2020,2020,1.03,1.06,1.06,1.67,1.79,3010.8,3113.3,3113.3,4897.7,5250.9,11.13,0.18,41.35,37.5,MMC’
2022,2022,1.03,0.91,0.91,1.67,1.79,3014.1,2662.1,2662.1,4902.5,5256,13.26,0.18,39.08,54.83,MMC’
2024,2024,1.03,0.99,0.99,1.67,1.79,3017.5,2896.5,2896.5,4907.8,5261.6,12.27,0.18,40.21,46.44,MMC’
2026,2026,1.03,0.9,0.9,1.67,1.79,3020.8,2647.9,2647.9,4912.8,5266.9,13.37,0.18,38.97,55.64,MMC’
2028,2028,1.03,0.86,0.86,1.67,1.79,3024.1,2521.8,2521.8,4918.1,5272.6,13.88,0.18,38.35,60.07,MMC’
2030,2030,1.03,0.87,0.87,1.67,1.79,3027.5,2556.9,2556.9,4923.5,5278.5,13.77,0.18,38.49,59.05,MMC’
2032,2032,1.03,0.88,0.88,1.67,1.79,3030.8,2602.4,2602.4,4928.8,5284.2,13.62,0.18,38.69,57.67,MMC’
2034,2034,1.03,0.85,0.85,1.67,1.79,3034.1,2498.7,2498.7,4934.2,5289.9,14.04,0.18,38.17,61.29,MMC’
2036,2036,1.03,0.94,0.94,1.67,1.79,3037.5,2769.7,2769.7,4939.5,5295.7,12.98,0.18,39.45,52.14,MMC’
2038,2038,1.03,0.87,0.87,1.67,1.79,3040.8,2570.6,2570.6,4944.7,5301.2,13.81,0.18,38.47,59.21,MMC’
2040,2040,1.03,0.88,0.88,1.67,1.79,3044.2,2594.9,2594.9,4950.1,5307,13.74,0.18,38.56,58.55,MMC’
2042,2042,1.03,0.87,0.87,1.67,1.79,3047.5,2577.2,2577.2,4955.4,5312.7,13.84,0.18,38.46,59.3,MMC’
2044,2044,1.03,0.92,0.92,1.67,1.79,3050.8,2718.4,2718.4,4960.7,5318.4,13.3,0.18,39.11,54.61,MMC’
2046,2046,1.03,0.95,0.95,1.67,1.79,3054.2,2809.2,2809.2,4965.9,5324,12.94,0.18,39.53,51.53,MMC’
2048,2048,1.03,0.89,0.89,1.67,1.79,3057.5,2656.9,2656.9,4971.1,5329.5,13.59,0.18,38.77,57.06,MMC’
2050,2050,1.03,0.89,0.89,1.67,1.79,3060.9,2635.5,2635.5,4976.4,5335.1,13.7,0.18,38.65,57.94,MMC’
2052,2052,1.03,0.87,0.87,1.67,1.79,3064.2,2598.1,2598.1,4981.6,5340.8,13.87,0.18,38.45,59.36,MMC’
2054,2054,1.03,0.86,0.86,1.67,1.79,3067.6,2570.5,2570.5,4987,5346.6,14,0.18,38.29,60.43,MMC’
2056,2056,1.03,0.86,0.86,1.67,1.79,3070.9,2560.7,2560.7,4992.5,5352.5,14.06,0.18,38.23,60.91,MMC’
2058,2058,1.03,0.83,0.83,1.67,1.8,3074.3,2481.9,2481.9,4997.9,5358.3,14.38,0.18,37.83,63.63,MMC’
2060,2060,1.03,0.86,0.86,1.67,1.8,3077.6,2582.2,2582.2,5003.4,5364.2,14.03,0.18,38.28,60.51,MMC’
2062,2062,1.03,0.84,0.84,1.67,1.8,3080.9,2523.8,2523.8,5008.9,5370.1,14.27,0.18,37.98,62.59,MMC’
2064,2064,1.03,0.85,0.85,1.68,1.8,3084.3,2531.9,2531.9,5014.4,5376.1,14.27,0.18,38,62.48,MMC’
2066,2066,1.03,0.95,0.95,1.68,1.8,3087.7,2857.7,2857.7,5019.8,5381.9,12.98,0.18,39.54,51.43,MMC’
2068,2068,1.03,0.94,0.94,1.68,1.8,3091,2815.5,2815.5,5025,5387.4,13.19,0.18,39.32,53.12,MMC’
2070,2070,1.03,0.89,0.89,1.68,1.8,3094.4,2673.7,2673.7,5030.2,5393,13.79,0.18,38.61,58.22,MMC’
2072,2072,1.03,0.9,0.9,1.68,1.8,3097.7,2710.6,2710.6,5035.5,5398.7,13.67,0.18,38.76,57.11,MMC’
2074,2074,1.03,0.93,0.93,1.68,1.8,3101.1,2787.4,2787.4,5040.8,5404.3,13.38,0.18,39.11,54.6,MMC’
2076,2076,1.03,0.88,0.88,1.68,1.8,3104.4,2640.7,2640.7,5046,5409.9,13.99,0.18,38.39,59.79,MMC’
2078,2078,1.03,0.92,0.92,1.68,1.8,3107.8,2785.9,2785.9,5051.4,5415.7,13.43,0.18,39.06,54.97,MMC’
2080,2080,1.03,0.91,0.91,1.68,1.8,3111.1,2734.5,2734.5,5056.6,5421.3,13.67,0.18,38.79,56.92,MMC’
2082,2082,1.03,0.86,0.86,1.68,1.8,3114.5,2609.8,2609.8,5062,5427,14.18,0.18,38.17,61.28,MMC’
2084,2084,1.03,0.9,0.9,1.68,1.8,3117.8,2712,2712,5067.5,5433,13.81,0.18,38.64,58.01,MMC’
2086,2086,1.03,0.91,0.91,1.68,1.8,3121.2,2766.1,2766.1,5072.8,5438.6,13.61,0.18,38.88,56.3,MMC’
2088,2088,1.03,0.91,0.91,1.68,1.8,3124.6,2744.2,2744.2,5078.1,5444.4,13.72,0.18,38.75,57.22,MMC’
2090,2090,1.03,0.94,0.94,1.68,1.8,3127.9,2858.6,2858.6,5083.5,5450.1,13.27,0.18,39.28,53.37,MMC’
2092,2092,1.03,0.93,0.93,1.68,1.8,3131.3,2830.6,2830.6,5088.7,5455.7,13.42,0.18,39.12,54.52,MMC’
2094,2094,1.03,0.87,0.87,1.68,1.8,3134.7,2643.4,2643.4,5093.9,5461.2,14.19,0.18,38.2,61.08,MMC’
2096,2096,1.03,0.87,0.87,1.68,1.8,3138,2647,2647,5099.4,5467.1,14.2,0.18,38.2,61.12,MMC’
2098,2098,1.03,0.87,0.87,1.68,1.8,3141.4,2642.4,2642.4,5104.8,5473,14.24,0.18,38.15,61.43,MMC’
2100,2100,1.03,0.88,0.88,1.68,1.8,3144.7,2682.8,2682.8,5110.3,5478.9,14.11,0.18,38.32,60.24,MMC’
2102,2102,1.03,0.87,0.87,1.68,1.8,3148.1,2662.1,2662.1,5115.8,5484.7,14.21,0.18,38.2,61.09,
2104,2104,1.03,0.89,0.89,1.68,1.8,3151.5,2727.7,2727.7,5121.2,5490.6,13.98,0.18,38.49,59.05,
2106,2106,1.03,0.86,0.86,1.68,1.8,3154.8,2633.2,2633.2,5126.7,5496.5,14.37,0.18,38.02,62.35,
2108,2108,1.03,0.88,0.88,1.68,1.8,3158.2,2692.3,2692.3,5132.2,5502.4,14.17,0.18,38.28,60.55,
2110,2110,1.03,0.88,0.88,1.68,1.8,3161.6,2707.8,2707.8,5137.6,5508.2,14.13,0.18,38.33,60.19,
2112,2112,1.03,0.88,0.88,1.68,1.8,3165,2699,2699,5143.1,5514.1,14.19,0.18,38.26,60.64,
2114,2114,1.03,0.87,0.87,1.68,1.8,3168.3,2679.5,2679.5,5148.6,5520,14.29,0.18,38.15,61.45,
2116,2116,1.03,0.89,0.89,1.68,1.8,3171.7,2731.4,2731.4,5154.1,5525.9,14.12,0.18,38.37,59.87,
2118,2118,1.03,0.9,0.9,1.68,1.8,3175.1,2773.1,2773.1,5159.5,5531.7,13.97,0.18,38.55,58.62,
2120,2120,1.03,0.92,0.92,1.68,1.8,3178.5,2825.9,2825.9,5164.9,5537.5,13.79,0.18,38.78,56.97,
2122,2122,1.03,0.89,0.89,1.68,1.8,3181.8,2726,2726,5170.2,5543.2,14.21,0.18,38.28,60.52,
2124,2124,1.03,0.89,0.89,1.68,1.8,3185.2,2756.4,2756.4,5175.7,5549.1,14.11,0.18,38.4,59.66,
2126,2126,1.03,0.9,0.9,1.68,1.8,3188.6,2764.4,2764.4,5181.1,5554.9,14.11,0.18,38.42,59.55,
2128,2128,1.03,0.87,0.87,1.68,1.8,3192,2674,2674,5186.5,5560.7,14.48,0.18,37.97,62.7,
2130,2130,1.03,0.88,0.88,1.68,1.8,3195.3,2708.9,2708.9,5192,5566.6,14.37,0.18,38.11,61.71,
2132,2132,1.03,0.9,0.9,1.68,1.8,3198.7,2775,2775,5197.5,5572.5,14.14,0.18,38.4,59.67,
2134,2134,1.03,0.92,0.92,1.68,1.8,3202.1,2844.1,2844.1,5202.9,5578.3,13.88,0.18,38.71,57.47,
2136,2136,1.03,0.92,0.92,1.68,1.8,3205.5,2855.7,2855.7,5208.3,5584.1,13.86,0.18,38.75,57.23,
2138,2138,1.03,0.93,0.93,1.68,1.8,3208.9,2883.7,2883.7,5213.6,5589.8,13.77,0.18,38.86,56.41,
2140,2140,1.03,0.92,0.92,1.68,1.8,3212.2,2848.7,2848.7,5218.9,5595.5,13.94,0.18,38.67,57.79,
2142,2142,1.04,0.88,0.88,1.68,1.8,3215.6,2736.3,2736.3,5224.3,5601.2,14.41,0.18,38.11,61.73,
